,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
93,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False
94,True,True,True,True,True,False,True,True,False,True,False,False,False,False,True
95,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False
96,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False
97,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False
98,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True
99,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False
100,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False
101,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True
102,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False
103,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True
104,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True
105,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False
106,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False
107,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False
108,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False
109,True,True,True,True,True,False,True,False,True,True,False,False,False,False,True
110,True,True,True,True,True,False,True,False,True,False,True,True,False,False,False
111,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False
112,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False
113,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True
114,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False
115,True,True,True,True,True,False,True,False,True,False,False,True,False,True,False
116,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True
117,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False
118,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True
119,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True
120,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False
121,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
122,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False
123,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True
124,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False
125,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False
126,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True
127,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False
128,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True
129,True,True,True,True,True,False,True,False,False,True,False,False,False,True,True
130,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False
131,True,True,True,True,True,False,True,False,False,False,True,True,False,True,False
132,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True
133,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False
134,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True
135,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True
136,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False
137,True,True,True,True,True,False,True,False,False,False,False,True,True,False,True
138,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True
139,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True
140,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False
141,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False
142,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False
143,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False
144,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True
145,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False
146,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False
147,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False
148,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True
149,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False
150,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False
151,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True
152,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False
153,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True
154,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True
155,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False
156,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False
157,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False
158,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True
159,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False
160,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False
161,True,True,True,True,True,False,False,True,False,True,False,True,False,False,True
162,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False
163,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True
164,True,True,True,True,True,False,False,True,False,True,False,False,False,True,True
165,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False
166,True,True,True,True,True,False,False,True,False,False,True,True,False,True,False
167,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True
168,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False
169,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True
170,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True
171,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False
172,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True
173,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True
174,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True
175,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False
176,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False
177,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False
178,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True
179,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False
180,True,True,True,True,True,False,False,False,True,True,False,True,False,True,False
181,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True
182,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False
183,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True
184,True,True,True,True,True,False,False,False,True,True,False,False,False,True,True
185,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False
186,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False
187,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True
188,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False
189,True,True,True,True,True,False,False,False,True,False,True,False,True,False,True
190,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True
191,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False
192,True,True,True,True,True,False,False,False,True,False,False,True,True,False,True
193,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True
194,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True
195,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False
196,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False
197,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True
198,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False
199,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True
200,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True
201,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False
202,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True
203,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True
204,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True
205,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False
206,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True
207,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True
208,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True
209,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True
210,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False
211,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False
212,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False
213,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False
214,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False
215,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True
216,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False
217,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False
218,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False
219,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
220,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True
221,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False
222,True,True,True,True,False,True,True,True,False,False,True,False,True,False,False
223,True,True,True,True,False,True,True,True,False,False,True,False,False,True,False
224,True,True,True,True,False,True,True,True,False,False,True,False,False,False,True
225,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False
226,True,True,True,True,False,True,True,True,False,False,False,True,False,True,False
227,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True
228,True,True,True,True,False,True,True,True,False,False,False,False,True,True,False
229,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True
230,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True
231,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
232,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False
233,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False
234,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False
235,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True
236,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False
237,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False
238,True,True,True,True,False,True,True,False,True,False,True,False,False,True,False
239,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True
240,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False
241,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False
242,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True
243,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False
244,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True
245,True,True,True,True,False,True,True,False,True,False,False,False,False,True,True
246,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False
247,True,True,True,True,False,True,True,False,False,True,True,False,True,False,False
248,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False
249,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True
250,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False
251,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False
252,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True
253,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False
254,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True
255,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True
256,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False
257,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False
258,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True
259,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False
260,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True
261,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True
262,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False
263,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True
264,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True
265,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True
266,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False
267,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False
268,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False
269,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False
270,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True
271,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False
272,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False
273,True,True,True,True,False,True,False,True,True,False,True,False,False,True,False
274,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True
275,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False
276,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False
277,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True
278,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False
279,True,True,True,True,False,True,False,True,True,False,False,False,True,False,True
280,True,True,True,True,False,True,False,True,True,False,False,False,False,True,True
281,True,True,True,True,False,True,False,True,False,True,True,True,False,False,False
282,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False
283,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False
284,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True
285,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False
286,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False
287,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True
288,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False
289,True,True,True,True,False,True,False,True,False,True,False,False,True,False,True
290,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True
291,True,True,True,True,False,True,False,True,False,False,True,True,True,False,False
292,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False
293,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True
294,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False
295,True,True,True,True,False,True,False,True,False,False,True,False,True,False,True
296,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True
297,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False
298,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True
299,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True
300,True,True,True,True,False,True,False,True,False,False,False,False,True,True,True
301,True,True,True,True,False,True,False,False,True,True,True,True,False,False,False
302,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False
303,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False
304,True,True,True,True,False,True,False,False,True,True,True,False,False,False,True
305,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False
306,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False
307,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True
308,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False
309,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True
310,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True
311,True,True,True,True,False,True,False,False,True,False,True,True,True,False,False
312,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False
313,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True
314,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False
315,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True
316,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True
317,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False
318,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True
319,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True
320,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True
321,True,True,True,True,False,True,False,False,False,True,True,True,True,False,False
322,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False
323,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True
324,True,True,True,True,False,True,False,False,False,True,True,False,True,True,False
325,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True
326,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True
327,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False
328,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True
329,True,True,True,True,False,True,False,False,False,True,False,True,False,True,True
330,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True
331,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False
332,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True
333,True,True,True,True,False,True,False,False,False,False,True,True,False,True,True
334,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True
335,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True
336,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
337,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False
338,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False
339,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False
340,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True
341,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False
342,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False
343,True,True,True,True,False,False,True,True,True,False,True,False,False,True,False
344,True,True,True,True,False,False,True,True,True,False,True,False,False,False,True
345,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False
346,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False
347,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True
348,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False
349,True,True,True,True,False,False,True,True,True,False,False,False,True,False,True
350,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True
351,True,True,True,True,False,False,True,True,False,True,True,True,False,False,False
352,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False
353,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False
354,True,True,True,True,False,False,True,True,False,True,True,False,False,False,True
355,True,True,True,True,False,False,True,True,False,True,False,True,True,False,False
356,True,True,True,True,False,False,True,True,False,True,False,True,False,True,False
357,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True
358,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False
359,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True
360,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True
361,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False
362,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False
363,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True
364,True,True,True,True,False,False,True,True,False,False,True,False,True,True,False
365,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True
366,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True
367,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False
368,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True
369,True,True,True,True,False,False,True,True,False,False,False,True,False,True,True
370,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True
371,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False
372,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False
373,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False
374,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True
375,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False
376,True,True,True,True,False,False,True,False,True,True,False,True,False,True,False
377,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True
378,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False
379,True,True,True,True,False,False,True,False,True,True,False,False,True,False,True
380,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True
381,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False
382,True,True,True,True,False,False,True,False,True,False,True,True,False,True,False
383,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True
384,True,True,True,True,False,False,True,False,True,False,True,False,True,True,False
385,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True
386,True,True,True,True,False,False,True,False,True,False,True,False,False,True,True
387,True,True,True,True,False,False,True,False,True,False,False,True,True,True,False
388,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True
389,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True
390,True,True,True,True,False,False,True,False,True,False,False,False,True,True,True
391,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False
392,True,True,True,True,False,False,True,False,False,True,True,True,False,True,False
393,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True
394,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False
395,True,True,True,True,False,False,True,False,False,True,True,False,True,False,True
396,True,True,True,True,False,False,True,False,False,True,True,False,False,True,True
397,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False
398,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True
399,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True
400,True,True,True,True,False,False,True,False,False,True,False,False,True,True,True
401,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False
402,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True
403,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True
404,True,True,True,True,False,False,True,False,False,False,True,False,True,True,True
405,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True
406,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False
407,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False
408,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False
409,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True
410,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False
411,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False
412,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True
413,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False
414,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True
415,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True
416,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False
417,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False
418,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True
419,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False
420,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True
421,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True
422,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False
423,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True
424,True,True,True,True,False,False,False,True,True,False,False,True,False,True,True
425,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True
426,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False
427,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False
428,True,True,True,True,False,False,False,True,False,True,True,True,False,False,True
429,True,True,True,True,False,False,False,True,False,True,True,False,True,True,False
430,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True
431,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True
432,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False
433,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True
434,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True
